accession	gene	protein_name	length	organism	organism_taxon_id	disease_uniprot_name	disease_uniprot_id	disease_acronym	mim_id	uniprot_url
P9WJ85	mazE7	Antitoxin MazE7	77	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ85
P9WJ91	mazE4	Probable antitoxin MazE4	100	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ91
P9WJB3		Fluoroquinolones export permease protein Rv2686c	252	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJB3
P9WJB9	espL	ESX-1 secretion-associated protein EspL	115	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJB9
P9WJP7		Putative 3-methyladenine DNA glycosylase	203	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJP7
P9WJQ5	moaE2	Molybdopterin molybdenumtransferase 2	405	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJQ5
P9WJT1	mmpS3	Probable transport accessory protein MmpS3	299	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJT1
P9WJV9	mmpL1	Probable transport protein MmpL1	958	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJV9
P9WK77	lppJ	Putative lipoprotein LppJ	187	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WK77
P9WKH7		Transposase for insertion sequence element IS1557	444	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKH7
P9WL01		2-oxoadipate dioxygenase/decarboxylase	415	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL01
P9WL41	vapB43	Antitoxin VapB43	85	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL41
P9WL57		DNA-binding protein Rv2635	80	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL57
P9WL79		Uncharacterized protein Rv2578c	340	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL79
P9WL81		Uncharacterized protein Rv2577	529	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL81
P9WLF9		Uncharacterized protein Rv2269c	110	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLF9
P9WLI5		Uncharacterized protein Rv2206	236	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLI5
P9WLI7		Uncharacterized protein Rv2203	230	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLI7
P9WLJ5		Uncharacterized protein Rv2091c	244	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLJ5
P9WLQ9		Uncharacterized protein Rv1836c	677	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLQ9
P9WLX9		Uncharacterized protein Rv1419	157	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLX9
P9WM21		Uncharacterized protein Rv1337	240	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM21
P9WM83		Uncharacterized protein Rv0569	88	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM83
P9WMB7	mftR	Putative mycofactocin biosynthesis transcriptional regulator MftR	198	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMB7
P9WMI7		Uncharacterized HTH-type transcriptional regulator Rv0081	114	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMI7
P9WMU7		Uncharacterized protein Rv2212	378	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMU7
P9WMV1		Uncharacterized protein Rv0891c	285	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMV1
P9WNC7	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	188	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNC7
P9WNG1		Uncharacterized monooxygenase Rv0892	495	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNG1
P9WNH1	bpoC	Putative non-heme bromoperoxidase BpoC	262	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNH1
P9WNJ3	esxN	ESAT-6-like protein EsxN	94	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNJ3
P9WNZ9	erg3	C-5 sterol desaturase	300	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNZ9
P9WP05		DegV domain-containing protein Rv2417c	280	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WP05
P9WP45	ctaF	Probable cytochrome c oxidase polypeptide 4	139	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WP45
P9WP89	cobK	Precorrin-6A reductase	244	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WP89
P9WPN1	cyp135A1	Putative cytochrome P450 135A1	449	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPN1
P9WPV7	atpB	ATP synthase subunit a	250	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPV7
P9WPW5	scoA	Probable succinyl-CoA:3-ketoacid coenzyme A transferase subunit A	248	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPW5
P9WQ03		Probable protein archease	179	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ03
P9WQ05	arcA	Arginine deiminase	402	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ05
P9WQ15	aofH	Putative flavin-containing monoamine oxidase AofH	454	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ15
P9WQ29		Uncharacterized protein Rv1320c	567	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ29
P9WQ31		Uncharacterized protein Rv1319c	535	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ31
P9WQ45	fadD25	Putative fatty-acid--CoA ligase fadD25	583	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ45
P9WQC1	adhA	Probable alcohol dehydrogenase AdhA	346	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQC1
P9WQC3	adh	Probable alcohol dehydrogenase adh	367	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQC3
P9WQI5		Uncharacterized ABC transporter ATP-binding protein Rv2564	330	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQI5
P9WQN1		Uncharacterized AAA domain-containing protein Rv2559c	452	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQN1
P9WQP5	pgl	6-phosphogluconolactonase	247	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQP5
Q6MWV1	PE_PGRS60	PE-PGRS family protein PE_PGRS60	104	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q6MWV1
Q79FR3	PE13	PE family protein PE13	99	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q79FR3
I6X4W0		Putative anti-anti-sigma factor Rv2638	148	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6X4W0
I6Y1I5	cei	Cell envelope integrity protein Cei	216	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6Y1I5
I6Y9F7	lipQ	Esterase LipQ	421	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6Y9F7
I6YB21		Uncharacterized protein Rv3067	181	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6YB21
I6YCP0		Triple sensor-domain protein Rv3651	345	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6YCP0
L0T550	rip2	Putative zinc metalloprotease Rip2	259	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/L0T550
L0TGF0	vapC50	Putative ribonuclease VapC50	169	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/L0TGF0
L7N667	PE8	PE family protein PE8	275	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/L7N667
O05883	mddA	Methanethiol S-methyltransferase	244	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O05883
O06391		Uncharacterized protein Rv0525	202	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O06391
O06797		Encapsulin nanocompartment protein Rv1762c	262	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O06797
O07717	aceAb	Putative isocitrate lyase subunit B	398	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O07717
O33317		Probable N-acetyltransferase Rv2775	174	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O33317
O53281		Probable acetyltransferase Rv3034c	300	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53281
O53328		Putative F420H(2)-dependent quinone reductase Rv3178	119	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53328
O53332	higB3	Putative toxin HigB3	114	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53332
O53467	higA2	Putative antitoxin HigA2	101	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53467
O53811	vapB31	Antitoxin VapB31	85	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53811
O69726		Uncharacterized membrane protein Rv3760	117	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O69726
O86332		Putative monooxygenase Rv0793	101	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O86332
P0DY90	rpmM	Large ribosomal subunit protein bL37	29	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P0DY90
P60230		Transposase for insertion sequence element IS1081	415	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P60230
P96274		Probable histone acetyltransferase Rv0428c	302	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P96274
P96857		HTH-type transcriptional regulator Rv3575c	359	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P96857
P96873		TIGR03089 family protein	243	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P96873
P9WF13	vapB46	Antitoxin VapB46	102	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF13
P9WF17	vapB35	Antitoxin VapB35	90	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF17
P9WF23	vapB47	Antitoxin VapB47	99	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF23
P9WF51	vapC49	Ribonuclease VapC49	144	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF51
P9WF65	vapC36	Ribonuclease VapC36	139	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF65
P9WF87	vapC24	Ribonuclease VapC24	145	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF87
P9WFC3	vapB40	Antitoxin VapB40	81	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFC3
P9WFH3		Putative S-adenosyl-L-methionine-dependent methyltransferase Rv3787c	308	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFH3
P9WFI5		Putative S-adenosyl-L-methionine-dependent methyltransferase Rv0731c	318	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFI5
P9WFJ7		UPF0353 protein Rv1481	335	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFJ7
P9WFM1		GTP cyclohydrolase 1 type 2 homolog	379	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFM1
P9WFN1		UPF0098 protein Rv2140c	176	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFN1
P9WFP3		UPF0053 protein Rv1842c	455	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFP3
P9WFS7	tsaE	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	168	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFS7
P9WFY5		Uncharacterized tRNA/rRNA methyltransferase Rv3579c	322	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFY5
P9WG53	tilS	tRNA(Ile)-lysidine synthase	323	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WG53
P9WG89	emrB	Multidrug resistance protein B homolog	540	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WG89
P9WGA9	cobL	Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]	390	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGA9
P9WGJ1		Probable phosphatase Rv3661	287	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGJ1
P9WGN3	secY	Protein translocase subunit SecY	441	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGN3
P9WGS1		Uncharacterized oxidoreductase Rv1543	341	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGS1
P9WGS3	ephD	Probable oxidoreductase EphD	592	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGS3
P9WGS5		Uncharacterized oxidoreductase Rv2750	272	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGS5
P9WH19	rimM	Ribosome maturation factor RimM	176	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WH19
P9WH27	rpsH	Small ribosomal subunit protein uS8	132	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WH27
P9WH39	rpsB	Small ribosomal subunit protein uS2	287	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WH39
P9WH47	rpsR2	Small ribosomal subunit protein bS18B	88	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WH47
P9WH93	rpmH	Large ribosomal subunit protein bL34	47	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WH93
P9WH97	rpmG1	Large ribosomal subunit protein bL33A	54	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WH97
P9WHD3	rplQ	Large ribosomal subunit protein bL17	180	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHD3
P9WHF5	sseB	Putative thiosulfate sulfurtransferase SseB	284	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHF5
P9WHG5	parE2	Toxin ParE2	105	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHG5
P9WHK1		Putative phosphoribosyl transferase Rv0571c	443	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHK1
P9WHQ1		Uncharacterized RNA pseudouridine synthase Rv1711	254	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHQ1
P9WI03	PPE33	Uncharacterized PPE family protein PPE33	468	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI03
P9WI21	PPE21	Uncharacterized PPE family protein PPE21	678	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI21
P9WI29	PPE16	Uncharacterized PPE family protein PPE16	618	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI29
P9WI35	PPE13	Uncharacterized PPE family protein PPE13	443	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI35
P9WI59	plsB1	Putative acyltransferase plsB1	621	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI59
P9WIG9	PE23	Uncharacterized PE family protein PE23	382	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIG9
P9WIR1	cfp6	Low molecular weight protein antigen 6	112	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIR1
P9WIY7		Uncharacterized NTE family protein Rv2565	583	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIY7
P9WJ59	vapB3	Antitoxin VapB3	88	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ59
P9WJ65	rsmA	Anti-sigma-M factor RsmA	254	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ65
P9WJD3	espE	ESX-1 secretion-associated protein EspE	402	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJD3
P9WJE3	eccE5	ESX-5 secretion system protein EccE5	406	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJE3
P9WJE7	eccE2	ESX-2 secretion system protein EccE2	537	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJE7
P9WJN9	mraZ	Transcriptional regulator MraZ	143	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJN9
P9WJZ1		Probable S-adenosylmethionine-dependent methyltransferase Rv3030	274	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJZ1
P9WK43	lprH	Putative lipoprotein LprH	228	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WK43
P9WK89		Probable inactive lipase Rv1592c	446	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WK89
P9WKU3		Uncharacterized protein Rv0497	310	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKU3
P9WL63		Uncharacterized protein Rv2629	374	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL63
P9WL77		Uncharacterized lipoprotein Rv2585c	557	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL77
P9WL85		Uncharacterized protein Rv2575	293	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL85
P9WLA1		Uncharacterized protein Rv2560	325	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLA1
P9WLD5		Uncharacterized protein Rv2302	80	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLD5
P9WLD7		Probable metallo-hydrolase Rv2300c	310	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLD7
P9WLE1		Uncharacterized protein Rv2293c	246	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLE1
P9WLN7		Uncharacterized protein Rv2000	537	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLN7
P9WM61		Uncharacterized protein Rv0104	504	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM61
P9WM79		Probable polyglutamine synthesis accessory protein Rv0574c	380	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM79
P9WMA7		Uncharacterized protein Rv0007	304	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMA7
P9WMC5		Uncharacterized HTH-type transcriptional regulator Rv2250c	189	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMC5
P9WME3		Putative HTH-type transcriptional regulator Rv1287	161	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WME3
P9WMF7		Uncharacterized HTH-type transcriptional regulator Rv0377	321	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMF7
P9WMG9		Uncharacterized HTH-type transcriptional regulator Rv0043c	244	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMG9
P9WMV5		Uncharacterized GMC-type oxidoreductase Rv1279	528	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMV5
P9WMX5	pimF	Putative glycosyltransferases	342	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMX5
P9WN13		Uncharacterized glycosyl hydrolase Rv3401	786	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WN13
P9WN17		Putative glutaredoxin Rv3198A	84	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WN17
P9WNB5	frdD	Fumarate reductase subunit D	125	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNB5
P9WNH9	esxE	ESAT-6-like protein EsxE	90	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNH9
P9WNI5	esxP	ESAT-6-like protein EsxP	98	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNI5
P9WNI9	esxR	ESAT-6-like protein EsxR	96	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNI9
P9WNN5	echA14	Probable enoyl-CoA hydratase EchA14	256	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNN5
P9WNR1	eccB4	ESX-4 secretion system ATPase EccB4	470	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNR1
P9WNU3		5'-3' exonuclease	318	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNU3
P9WNY5	mmsB	Probable 3-hydroxyisobutyrate dehydrogenase	294	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNY5
P9WP09		Uncharacterized membrane protein Rv0364	227	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WP09
P9WP47	cstA	Peptide transporter CstA	758	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WP47
P9WP85	cobT	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	361	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WP85
P9WP95	cobQ	Cobyric acid synthase	494	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WP95
P9WPC1	clpS	ATP-dependent Clp protease adapter protein ClpS	101	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPC1
P9WPH5		Uncharacterized protein Rv2242	414	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPH5
P9WPK9		Putative glutamate--cysteine ligase 2	376	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPK9
P9WPL7	cyp141	Putative cytochrome P450 141	400	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPL7
P9WPM3	cyp138	Putative cytochrome P450 138	441	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPM3
P9WPP5	cyp123	Putative cytochrome P450 123	402	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPP5
P9WPR9		Uncharacterized protein Rv1488	381	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPR9
P9WPW3	scoB	Probable succinyl-CoA:3-ketoacid coenzyme A transferase subunit B	218	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPW3
P9WQ93	amiD	Putative amidase AmiD	475	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ93
P9WQI7		Uncharacterized ABC transporter ATP-binding protein Rv2326c	697	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQI7
Q50681	lipM	Probable carboxylic ester hydrolase LipM	431	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q50681
Q6MX40	mazF1	Probable endoribonuclease MazF1	93	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q6MX40
Q79G04	PE3	PE family protein PE3	468	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q79G04
O06349		Uncharacterized membrane protein Rv3486	163	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O06349
O06775	vapB8	Putative antitoxin VapB8	90	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O06775
P0CV86		Uncharacterized protein Rv1954A	100	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P0CV86
P0CW31	vapB16	Putative antitoxin VapB16	58	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P0CW31
P0DMM2		Uncharacterized protein Rv0028A	47	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P0DMM2
P0DMM3		Uncharacterized protein Rv3202A	72	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P0DMM3
P0DMQ7		Uncharacterized protein Rv2003A	65	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P0DMQ7
P0DMQ8		Uncharacterized protein Rv2742A	134	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P0DMQ8
P81135		30 kDa non-secretory protein 1	10	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P81135
P9WFG5		UPF0719 transmembrane protein Rv2600	152	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFG5
P9WFL1		UPF0232 protein Rv0004	187	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFL1
P9WFM3		Putative transport protein Rv1101c	385	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFM3
P9WGF9		Uncharacterized protein Rv1276c	158	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGF9
P9WI17	PPE23	Uncharacterized PPE family protein PPE23	394	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI17
P9WI19	PPE22	Uncharacterized PPE family protein PPE22	385	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI19
P9WIE9	PE_PGRS44	Uncharacterized PE-PGRS family protein PE_PGRS44	543	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIE9
P9WJ19	vapB42	Putative antitoxin VapB42	89	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ19
P9WJ41	vapB24	Putative antitoxin VapB24	77	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ41
P9WJ49	vapB17	Putative antitoxin VapB17	75	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ49
P9WJ95	iniC	Isoniazid-induced protein IniC	493	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ95
P9WJH9		Uncharacterized protein Rv2913c	611	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJH9
P9WKP1		Uncharacterized protein Rv0940c	288	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKP1
P9WKS7		Uncharacterized protein Rv0628c	383	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKS7
P9WKU7		Uncharacterized protein Rv0493c	329	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKU7
P9WKV9		Uncharacterized protein Rv0477	148	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKV9
