accession	gene	protein_name	length	organism	organism_taxon_id	disease_uniprot_name	disease_uniprot_id	disease_acronym	mim_id	uniprot_url
O60674	JAK2	Tyrosine-protein kinase JAK2	1132	Homo sapiens	9606	Leukemia, acute myelogenous	DI-01171	AML		https://rest.uniprot.org/uniprotkb/O60674
O60721	SLC24A1	Sodium/potassium/calcium exchanger 1	1099	Homo sapiens	9606	Night blindness, congenital stationary, 1D	DI-03077	CSNB1D		https://rest.uniprot.org/uniprotkb/O60721
O60783	MRPS14	Small ribosomal subunit protein uS14m	128	Homo sapiens	9606	Combined oxidative phosphorylation deficiency 38	DI-05529	COXPD38		https://rest.uniprot.org/uniprotkb/O60783
O60890	OPHN1	Oligophrenin-1	802	Homo sapiens	9606	Intellectual developmental disorder, X-linked, syndromic, Billuart type	DI-00719	MRXSBL		https://rest.uniprot.org/uniprotkb/O60890
O75112	LDB3	LIM domain-binding protein 3	727	Homo sapiens	9606	Cardiomyopathy, dilated, 1C, with or without left ventricular non-compaction	DI-00212	CMD1C		https://rest.uniprot.org/uniprotkb/O75112
O75112	LDB3	LIM domain-binding protein 3	727	Homo sapiens	9606	Left ventricular non-compaction 3	DI-01489	LVNC3		https://rest.uniprot.org/uniprotkb/O75112
O75112	LDB3	LIM domain-binding protein 3	727	Homo sapiens	9606	Myopathy, myofibrillar, 4	DI-02467	MFM4		https://rest.uniprot.org/uniprotkb/O75112
O75112	LDB3	LIM domain-binding protein 3	727	Homo sapiens	9606	Cardiomyopathy, familial hypertrophic, 24	DI-04407	CMH24		https://rest.uniprot.org/uniprotkb/O75112
O75112	LDB3	LIM domain-binding protein 3	727	Homo sapiens	9606	Cardiomyopathy, dilated, 2L	DI-07052	CMD2L		https://rest.uniprot.org/uniprotkb/O75112
O75147	OBSL1	Obscurin-like protein 1	1896	Homo sapiens	9606	3M syndrome 2	DI-02472	3M2		https://rest.uniprot.org/uniprotkb/O75147
O75179	ANKRD17	Ankyrin repeat domain-containing protein 17	2603	Homo sapiens	9606	Chopra-Amiel-Gordon syndrome	DI-06214	CAGS		https://rest.uniprot.org/uniprotkb/O75179
O75208	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	318	Homo sapiens	9606	Coenzyme Q10 deficiency, primary, 5	DI-03448	COQ10D5		https://rest.uniprot.org/uniprotkb/O75208
O75312	ZPR1	Zinc finger protein ZPR1	459	Homo sapiens	9606	Growth restriction, hypoplastic kidneys, alopecia, and distinctive facies	DI-06106	GKAF		https://rest.uniprot.org/uniprotkb/O75312
O75342	ALOX12B	Arachidonate 12-lipoxygenase, 12R-type	701	Homo sapiens	9606	Ichthyosis, congenital, autosomal recessive 2	DI-00822	ARCI2		https://rest.uniprot.org/uniprotkb/O75342
O75364	PITX3	Pituitary homeobox 3	302	Homo sapiens	9606	Anterior segment dysgenesis 1	DI-00123	ASGD1		https://rest.uniprot.org/uniprotkb/O75364
O75364	PITX3	Pituitary homeobox 3	302	Homo sapiens	9606	Cataract 11, multiple types	DI-02184	CTRCT11		https://rest.uniprot.org/uniprotkb/O75364
O75366	AVIL	Advillin	819	Homo sapiens	9606	Nephrotic syndrome 21	DI-05664	NPHS21		https://rest.uniprot.org/uniprotkb/O75366
O75386	TULP3	Tubby-related protein 3	442	Homo sapiens	9606	Hepatorenocardiac degenerative fibrosis	DI-06436	HRCDF		https://rest.uniprot.org/uniprotkb/O75386
O75398	DEAF1	Deformed epidermal autoregulatory factor 1 homolog	565	Homo sapiens	9606	Vulto-van Silfout-de Vries syndrome	DI-04122	VSVS		https://rest.uniprot.org/uniprotkb/O75398
O75398	DEAF1	Deformed epidermal autoregulatory factor 1 homolog	565	Homo sapiens	9606	Neurodevelopmental disorder with hypotonia, impaired expressive language, and with or without seizures	DI-04854	NEDHELS		https://rest.uniprot.org/uniprotkb/O75398
O75417	POLQ	DNA polymerase theta	2590	Homo sapiens	9606	Breast cancer	DI-02602	BC		https://rest.uniprot.org/uniprotkb/O75417
O75419	CDC45	Cell division control protein 45 homolog	566	Homo sapiens	9606	Meier-Gorlin syndrome 7	DI-04797	MGORS7		https://rest.uniprot.org/uniprotkb/O75419
O75439	PMPCB	Mitochondrial-processing peptidase subunit beta	489	Homo sapiens	9606	Multiple mitochondrial dysfunctions syndrome 6	DI-05241	MMDS6		https://rest.uniprot.org/uniprotkb/O75439
O75477	ERLIN1	Erlin-1	348	Homo sapiens	9606	Spastic paraplegia 62, autosomal recessive	DI-04732	SPG62		https://rest.uniprot.org/uniprotkb/O75477
O75531	BANF1	Barrier-to-autointegration factor	89	Homo sapiens	9606	Nestor-Guillermo progeria syndrome	DI-03175	NGPS		https://rest.uniprot.org/uniprotkb/O75531
O75603	GCM2	Chorion-specific transcription factor GCMb	506	Homo sapiens	9606	Hypoparathyroidism, familial isolated, 2	DI-05841	FIH2		https://rest.uniprot.org/uniprotkb/O75603
O75603	GCM2	Chorion-specific transcription factor GCMb	506	Homo sapiens	9606	Hyperparathyroidism 4	DI-04951	HRPT4		https://rest.uniprot.org/uniprotkb/O75603
O75718	CRTAP	Cartilage-associated protein	401	Homo sapiens	9606	Osteogenesis imperfecta 7	DI-02104	OI7		https://rest.uniprot.org/uniprotkb/O75718
O75746	SLC25A12	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	678	Homo sapiens	9606	Developmental and epileptic encephalopathy 39 with leukodystrophy	DI-02562	DEE39		https://rest.uniprot.org/uniprotkb/O75746
O75771	RAD51D	DNA repair protein RAD51 homolog 4	328	Homo sapiens	9606	Breast-ovarian cancer, familial, 4	DI-03288	BROVCA4		https://rest.uniprot.org/uniprotkb/O75771
O75844	ZMPSTE24	CAAX prenyl protease 1 homolog	475	Homo sapiens	9606	Mandibuloacral dysplasia with type B lipodystrophy	DI-01933	MADB		https://rest.uniprot.org/uniprotkb/O75844
O75844	ZMPSTE24	CAAX prenyl protease 1 homolog	475	Homo sapiens	9606	Restrictive dermopathy 1	DI-01894	RSDM1		https://rest.uniprot.org/uniprotkb/O75844
O75881	CYP7B1	Cytochrome P450 7B1	506	Homo sapiens	9606	Spastic paraplegia 5A, autosomal recessive	DI-01043	SPG5A		https://rest.uniprot.org/uniprotkb/O75881
O75881	CYP7B1	Cytochrome P450 7B1	506	Homo sapiens	9606	Congenital bile acid synthesis defect 3	DI-00331	CBAS3		https://rest.uniprot.org/uniprotkb/O75881
O75907	DGAT1	Diacylglycerol O-acyltransferase 1	488	Homo sapiens	9606	Diarrhea 7, protein-losing enteropathy type	DI-04130	DIAR7		https://rest.uniprot.org/uniprotkb/O75907
O75995	SASH3	SAM and SH3 domain-containing protein 3	380	Homo sapiens	9606	Immunodeficiency 102	DI-06439	IMD102		https://rest.uniprot.org/uniprotkb/O75995
O76071	CIAO1	Probable cytosolic iron-sulfur protein assembly protein CIAO1	339	Homo sapiens	9606	Multiple mitochondrial dysfunctions syndrome 10	DI-06947	MMDS10		https://rest.uniprot.org/uniprotkb/O76071
O76090	BEST1	Bestrophin-1	585	Homo sapiens	9606	Macular dystrophy, vitelliform, 2	DI-01124	VMD2		https://rest.uniprot.org/uniprotkb/O76090
O76090	BEST1	Bestrophin-1	585	Homo sapiens	9606	Retinitis pigmentosa 50	DI-01386	RP50		https://rest.uniprot.org/uniprotkb/O76090
O76090	BEST1	Bestrophin-1	585	Homo sapiens	9606	Bestrophinopathy, autosomal recessive	DI-00187	ARB		https://rest.uniprot.org/uniprotkb/O76090
O76090	BEST1	Bestrophin-1	585	Homo sapiens	9606	Vitreoretinochoroidopathy	DI-01125	VRCP		https://rest.uniprot.org/uniprotkb/O76090
O76094	SRP72	Signal recognition particle subunit SRP72	671	Homo sapiens	9606	Bone marrow failure syndrome 1	DI-03471	BMFS1		https://rest.uniprot.org/uniprotkb/O76094
O94766	B3GAT3	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3	335	Homo sapiens	9606	Multiple joint dislocations, short stature, and craniofacial dysmorphism with or without congenital heart defects	DI-03269	JDSCD		https://rest.uniprot.org/uniprotkb/O94766
O94885	SASH1	SAM and SH3 domain-containing protein 1	1247	Homo sapiens	9606	Dyschromatosis universalis hereditaria 1	DI-05519	DUH1		https://rest.uniprot.org/uniprotkb/O94885
O94885	SASH1	SAM and SH3 domain-containing protein 1	1247	Homo sapiens	9606	Cancer, alopecia, pigment dyscrasia, onychodystrophy, and keratoderma	DI-05518	CAPOK		https://rest.uniprot.org/uniprotkb/O94885
O94953	KDM4B	Lysine-specific demethylase 4B	1096	Homo sapiens	9606	Intellectual developmental disorder, autosomal dominant 65	DI-06105	MRD65		https://rest.uniprot.org/uniprotkb/O94953
O94989	ARHGEF15	Rho guanine nucleotide exchange factor 15	841	Homo sapiens	9606	Brain small vessel disease 5 with osteoporosis	DI-07084	BSVD5		https://rest.uniprot.org/uniprotkb/O94989
O95136	S1PR2	Sphingosine 1-phosphate receptor 2	353	Homo sapiens	9606	Deafness, autosomal recessive, 68	DI-04685	DFNB68		https://rest.uniprot.org/uniprotkb/O95136
O95185	UNC5C	Netrin receptor UNC5C	931	Homo sapiens	9606	Alzheimer disease	DI-03832	AD		https://rest.uniprot.org/uniprotkb/O95185
O95243	MBD4	Methyl-CpG-binding domain protein 4	580	Homo sapiens	9606	Tumor predisposition syndrome 2	DI-06473	TPDS2		https://rest.uniprot.org/uniprotkb/O95243
O95243	MBD4	Methyl-CpG-binding domain protein 4	580	Homo sapiens	9606	Melanoma, uveal, 1	DI-06493	UVM1		https://rest.uniprot.org/uniprotkb/O95243
O95278	EPM2A	Laforin	331	Homo sapiens	9606	Myoclonic epilepsy of lafora 1	DI-00954	MELF1		https://rest.uniprot.org/uniprotkb/O95278
O95389	CCN6	Cellular communication network factor 6	354	Homo sapiens	9606	Progressive pseudorheumatoid dysplasia	DI-02213	PPRD		https://rest.uniprot.org/uniprotkb/O95389
O95409	ZIC2	Zinc finger protein ZIC 2	532	Homo sapiens	9606	Holoprosencephaly 5	DI-00569	HPE5		https://rest.uniprot.org/uniprotkb/O95409
O95452	GJB6	Gap junction beta-6 protein	261	Homo sapiens	9606	Ectodermal dysplasia 2, Clouston type	DI-00431	ECTD2		https://rest.uniprot.org/uniprotkb/O95452
O95452	GJB6	Gap junction beta-6 protein	261	Homo sapiens	9606	Deafness, autosomal recessive, 1B	DI-00853	DFNB1B		https://rest.uniprot.org/uniprotkb/O95452
O95452	GJB6	Gap junction beta-6 protein	261	Homo sapiens	9606	Deafness, autosomal dominant, 3B	DI-00835	DFNA3B		https://rest.uniprot.org/uniprotkb/O95452
O95484	CLDN9	Claudin-9	217	Homo sapiens	9606	Deafness, autosomal recessive, 116	DI-05964	DFNB116		https://rest.uniprot.org/uniprotkb/O95484
O95500	CLDN14	Claudin-14	239	Homo sapiens	9606	Deafness, autosomal recessive, 29	DI-00869	DFNB29		https://rest.uniprot.org/uniprotkb/O95500
O95551	TDP2	Tyrosyl-DNA phosphodiesterase 2	362	Homo sapiens	9606	Spinocerebellar ataxia, autosomal recessive, 23	DI-04714	SCAR23		https://rest.uniprot.org/uniprotkb/O95551
O95678	KRT75	Keratin, type II cytoskeletal 75	551	Homo sapiens	9606	Loose anagen hair syndrome	DI-01915	LAHS		https://rest.uniprot.org/uniprotkb/O95678
O95749	GGPS1	Geranylgeranyl pyrophosphate synthase	300	Homo sapiens	9606	Muscular dystrophy, congenital hearing loss, and ovarian insufficiency syndrome	DI-06221	MDHLO		https://rest.uniprot.org/uniprotkb/O95749
O95870	ABHD16A	Phosphatidylserine lipase ABHD16A	558	Homo sapiens	9606	Spastic paraplegia 86, autosomal recessive	DI-06330	SPG86		https://rest.uniprot.org/uniprotkb/O95870
O96017	CHEK2	Serine/threonine-protein kinase Chk2	543	Homo sapiens	9606	Tumor predisposition syndrome 4	DI-02882	TPDS4		https://rest.uniprot.org/uniprotkb/O96017
O96017	CHEK2	Serine/threonine-protein kinase Chk2	543	Homo sapiens	9606	Prostate cancer	DI-02663	PC		https://rest.uniprot.org/uniprotkb/O96017
O96017	CHEK2	Serine/threonine-protein kinase Chk2	543	Homo sapiens	9606	Osteogenic sarcoma	DI-02109	OSRC		https://rest.uniprot.org/uniprotkb/O96017
O96017	CHEK2	Serine/threonine-protein kinase Chk2	543	Homo sapiens	9606	Breast cancer	DI-02602	BC		https://rest.uniprot.org/uniprotkb/O96017
P00156	MT-CYB	Cytochrome b	380	Homo sapiens	9606	Cardiomyopathy, infantile histiocytoid	DI-00248	CMIH		https://rest.uniprot.org/uniprotkb/P00156
P00156	MT-CYB	Cytochrome b	380	Homo sapiens	9606	Leber hereditary optic neuropathy	DI-00640	LHON		https://rest.uniprot.org/uniprotkb/P00156
P00367	GLUD1	Glutamate dehydrogenase 1, mitochondrial	558	Homo sapiens	9606	Hyperinsulinemic hypoglycemia, familial, 6	DI-01769	HHF6		https://rest.uniprot.org/uniprotkb/P00367
P00387	CYB5R3	NADH-cytochrome b5 reductase 3	301	Homo sapiens	9606	Methemoglobinemia CYB5R3-related	DI-01723	METHB-CYB5R3		https://rest.uniprot.org/uniprotkb/P00387
P00441	SOD1	Superoxide dismutase [Cu-Zn]	154	Homo sapiens	9606	Amyotrophic lateral sclerosis 1	DI-00108	ALS1		https://rest.uniprot.org/uniprotkb/P00441
P00441	SOD1	Superoxide dismutase [Cu-Zn]	154	Homo sapiens	9606	Spastic tetraplegia and axial hypotonia, progressive	DI-05666	STAHP		https://rest.uniprot.org/uniprotkb/P00441
P00488	F13A1	Coagulation factor XIII A chain	732	Homo sapiens	9606	Factor XIII subunit A deficiency	DI-01543	FA13AD		https://rest.uniprot.org/uniprotkb/P00488
P00491	PNP	Purine nucleoside phosphorylase	289	Homo sapiens	9606	Purine nucleoside phosphorylase deficiency	DI-02081	PNPD		https://rest.uniprot.org/uniprotkb/P00491
P00558	PGK1	Phosphoglycerate kinase 1	417	Homo sapiens	9606	Phosphoglycerate kinase 1 deficiency	DI-02753	PGK1D		https://rest.uniprot.org/uniprotkb/P00558
P00568	AK1	Adenylate kinase isoenzyme 1	194	Homo sapiens	9606	Anemia, congenital, non-spherocytic hemolytic, 3	DI-01702	CNSHA3		https://rest.uniprot.org/uniprotkb/P00568
P01008	SERPINC1	Antithrombin-III	464	Homo sapiens	9606	Antithrombin III deficiency	DI-00124	AT3D		https://rest.uniprot.org/uniprotkb/P01008
P01009	SERPINA1	Alpha-1-antitrypsin	418	Homo sapiens	9606	Alpha-1-antitrypsin deficiency	DI-02928	A1ATD		https://rest.uniprot.org/uniprotkb/P01009
P01019	AGT	Angiotensinogen	476	Homo sapiens	9606	Essential hypertension	DI-02647	EHT		https://rest.uniprot.org/uniprotkb/P01019
P01019	AGT	Angiotensinogen	476	Homo sapiens	9606	Renal tubular dysgenesis	DI-02257	RTD		https://rest.uniprot.org/uniprotkb/P01019
P01042	KNG1	Kininogen-1	644	Homo sapiens	9606	High molecular weight kininogen deficiency	DI-01744	HMWK deficiency		https://rest.uniprot.org/uniprotkb/P01042
P01042	KNG1	Kininogen-1	644	Homo sapiens	9606	Angioedema, hereditary, 6	DI-06126	HAE6		https://rest.uniprot.org/uniprotkb/P01042
P01133	EGF	Pro-epidermal growth factor	1207	Homo sapiens	9606	Hypomagnesemia 4	DI-00579	HOMG4		https://rest.uniprot.org/uniprotkb/P01133
P01148	GNRH1	Progonadoliberin-1	92	Homo sapiens	9606	Hypogonadotropic hypogonadism 12 with or without anosmia	DI-03572	HH12		https://rest.uniprot.org/uniprotkb/P01148
P01160	NPPA	Natriuretic peptides A	151	Homo sapiens	9606	Atrial standstill 2	DI-04075	ATRST2		https://rest.uniprot.org/uniprotkb/P01160
P01160	NPPA	Natriuretic peptides A	151	Homo sapiens	9606	Atrial fibrillation, familial, 6	DI-00148	ATFB6		https://rest.uniprot.org/uniprotkb/P01160
P01222	TSHB	Thyrotropin subunit beta	138	Homo sapiens	9606	Hypothyroidism, congenital, non-goitrous, 4	DI-06483	CHNG4		https://rest.uniprot.org/uniprotkb/P01222
P01344	IGF2	Insulin-like growth factor 2	180	Homo sapiens	9606	Silver-Russell syndrome 1	DI-02493	SRS1		https://rest.uniprot.org/uniprotkb/P01344
P01344	IGF2	Insulin-like growth factor 2	180	Homo sapiens	9606	Silver-Russell syndrome 3	DI-04494	SRS3		https://rest.uniprot.org/uniprotkb/P01344
P01375	TNF	Tumor necrosis factor	233	Homo sapiens	9606	Psoriatic arthritis	DI-02697	PSORAS		https://rest.uniprot.org/uniprotkb/P01375
P01375	TNF	Tumor necrosis factor	233	Homo sapiens	9606	Immunodeficiency 127	DI-06955	IMD127		https://rest.uniprot.org/uniprotkb/P01375
P01588	EPO	Erythropoietin	193	Homo sapiens	9606	Microvascular complications of diabetes 2	DI-02755	MVCD2		https://rest.uniprot.org/uniprotkb/P01588
P01588	EPO	Erythropoietin	193	Homo sapiens	9606	Erythrocytosis, familial, 5	DI-05215	ECYT5		https://rest.uniprot.org/uniprotkb/P01588
P01588	EPO	Erythropoietin	193	Homo sapiens	9606	Diamond-Blackfan anemia-like	DI-05222	DBAL		https://rest.uniprot.org/uniprotkb/P01588
P01589	IL2RA	Interleukin-2 receptor subunit alpha	272	Homo sapiens	9606	Type 1 diabetes mellitus 10	DI-02776	T1D10		https://rest.uniprot.org/uniprotkb/P01589
P01589	IL2RA	Interleukin-2 receptor subunit alpha	272	Homo sapiens	9606	Immunodeficiency 41 with lymphoproliferation and autoimmunity	DI-04551	IMD41		https://rest.uniprot.org/uniprotkb/P01589
P01857	IGHG1	Immunoglobulin heavy constant gamma 1	399	Homo sapiens	9606	Multiple myeloma	DI-02700	MM		https://rest.uniprot.org/uniprotkb/P01857
P01911	HLA-DRB1	HLA class II histocompatibility antigen, DRB1 beta chain	266	Homo sapiens	9606	Sarcoidosis 1	DI-02731	SS1		https://rest.uniprot.org/uniprotkb/P01911
P01911	HLA-DRB1	HLA class II histocompatibility antigen, DRB1 beta chain	266	Homo sapiens	9606	Multiple sclerosis	DI-02604	MS		https://rest.uniprot.org/uniprotkb/P01911
P01911	HLA-DRB1	HLA class II histocompatibility antigen, DRB1 beta chain	266	Homo sapiens	9606	Rheumatoid arthritis	DI-02692	RA		https://rest.uniprot.org/uniprotkb/P01911
P02489	CRYAA	Alpha-crystallin A chain	173	Homo sapiens	9606	Cataract 9, multiple types	DI-01200	CTRCT9		https://rest.uniprot.org/uniprotkb/P02489
P02585	TNNC2	Troponin C, skeletal muscle	160	Homo sapiens	9606	Congenital myopathy 15	DI-06570	CMYO15		https://rest.uniprot.org/uniprotkb/P02585
P02656	APOC3	Apolipoprotein C-III	99	Homo sapiens	9606	Hyperalphalipoproteinemia 2	DI-03115	HALP2		https://rest.uniprot.org/uniprotkb/P02656
P02689	PMP2	Myelin P2 protein	132	Homo sapiens	9606	Charcot-Marie-Tooth disease, demyelinating, type 1G	DI-05460	CMT1G		https://rest.uniprot.org/uniprotkb/P02689
P02746	C1QB	Complement C1q subcomponent subunit B	253	Homo sapiens	9606	C1q deficiency 2	DI-06645	C1QD2		https://rest.uniprot.org/uniprotkb/P02746
P02751	FN1	Fibronectin	2477	Homo sapiens	9606	Glomerulopathy with fibronectin deposits 2	DI-01667	GFND2		https://rest.uniprot.org/uniprotkb/P02751
P02751	FN1	Fibronectin	2477	Homo sapiens	9606	Spondylometaphyseal dysplasia, corner fracture type	DI-05167	SMDCF		https://rest.uniprot.org/uniprotkb/P02751
P02765	AHSG	Alpha-2-HS-glycoprotein	367	Homo sapiens	9606	Alopecia-intellectual disability syndrome 1	DI-05180	APMR1		https://rest.uniprot.org/uniprotkb/P02765
P02787	TF	Serotransferrin	698	Homo sapiens	9606	Atransferrinemia	DI-00145	ATRAF		https://rest.uniprot.org/uniprotkb/P02787
P02792	FTL	Ferritin light chain	175	Homo sapiens	9606	Hyperferritinemia with or without cataract	DI-01718	HRFTC		https://rest.uniprot.org/uniprotkb/P02792
P02792	FTL	Ferritin light chain	175	Homo sapiens	9606	Neurodegeneration with brain iron accumulation 3	DI-02044	NBIA3		https://rest.uniprot.org/uniprotkb/P02792
P02792	FTL	Ferritin light chain	175	Homo sapiens	9606	L-ferritin deficiency	DI-04015	LFTD		https://rest.uniprot.org/uniprotkb/P02792
P03891	MT-ND2	NADH-ubiquinone oxidoreductase chain 2	347	Homo sapiens	9606	Leber hereditary optic neuropathy	DI-00640	LHON		https://rest.uniprot.org/uniprotkb/P03891
P03891	MT-ND2	NADH-ubiquinone oxidoreductase chain 2	347	Homo sapiens	9606	Alzheimer disease mitochondrial	DI-02761	AD-MT		https://rest.uniprot.org/uniprotkb/P03891
P03891	MT-ND2	NADH-ubiquinone oxidoreductase chain 2	347	Homo sapiens	9606	Leigh syndrome	DI-01886	LS		https://rest.uniprot.org/uniprotkb/P03891
P03901	MT-ND4L	NADH-ubiquinone oxidoreductase chain 4L	98	Homo sapiens	9606	Leber hereditary optic neuropathy	DI-00640	LHON		https://rest.uniprot.org/uniprotkb/P03901
P03928	MT-ATP8	ATP synthase F(0) complex subunit 8	68	Homo sapiens	9606	Mitochondrial complex V deficiency, mitochondrial 2	DI-03713	MC5DM2		https://rest.uniprot.org/uniprotkb/P03928
P03928	MT-ATP8	ATP synthase F(0) complex subunit 8	68	Homo sapiens	9606	Cardiomyopathy, infantile hypertrophic	DI-04888	CMHI		https://rest.uniprot.org/uniprotkb/P03928
P04001	OPN1MW	Medium-wave-sensitive opsin 1	364	Homo sapiens	9606	Colorblindness, partial, deutan series	DI-02144	CBD		https://rest.uniprot.org/uniprotkb/P04001
P04001	OPN1MW	Medium-wave-sensitive opsin 1	364	Homo sapiens	9606	Blue cone monochromacy	DI-02866	BCM		https://rest.uniprot.org/uniprotkb/P04001
P04001	OPN1MW	Medium-wave-sensitive opsin 1	364	Homo sapiens	9606	Cone dystrophy 5	DI-02905	COD5		https://rest.uniprot.org/uniprotkb/P04001
P04049	RAF1	RAF proto-oncogene serine/threonine-protein kinase	648	Homo sapiens	9606	Noonan syndrome 5	DI-02075	NS5		https://rest.uniprot.org/uniprotkb/P04049
P04049	RAF1	RAF proto-oncogene serine/threonine-protein kinase	648	Homo sapiens	9606	LEOPARD syndrome 2	DI-01889	LPRD2		https://rest.uniprot.org/uniprotkb/P04049
P04049	RAF1	RAF proto-oncogene serine/threonine-protein kinase	648	Homo sapiens	9606	Cardiomyopathy, dilated, 1NN	DI-04172	CMD1NN		https://rest.uniprot.org/uniprotkb/P04049
P04066	FUCA1	Tissue alpha-L-fucosidase	466	Homo sapiens	9606	Fucosidosis	DI-00501	FUCA1D		https://rest.uniprot.org/uniprotkb/P04066
P04070	PROC	Vitamin K-dependent protein C	461	Homo sapiens	9606	Thrombophilia due to protein C deficiency, autosomal dominant	DI-00956	THPH3		https://rest.uniprot.org/uniprotkb/P04070
P04070	PROC	Vitamin K-dependent protein C	461	Homo sapiens	9606	Thrombophilia due to protein C deficiency, autosomal recessive	DI-00957	THPH4		https://rest.uniprot.org/uniprotkb/P04070
P04114	APOB	Apolipoprotein B-100	4563	Homo sapiens	9606	Hypobetalipoproteinemia, familial, 1	DI-01587	FHBL1		https://rest.uniprot.org/uniprotkb/P04114
P04114	APOB	Apolipoprotein B-100	4563	Homo sapiens	9606	Hypercholesterolemia, familial, 2	DI-01591	FHCL2		https://rest.uniprot.org/uniprotkb/P04114
P04196	HRG	Histidine-rich glycoprotein	525	Homo sapiens	9606	Thrombophilia due to histidine-rich glycoprotein deficiency	DI-02525	THPH11		https://rest.uniprot.org/uniprotkb/P04196
P04259	KRT6B	Keratin, type II cytoskeletal 6B	564	Homo sapiens	9606	Pachyonychia congenita 4	DI-04095	PC4		https://rest.uniprot.org/uniprotkb/P04259
P04350	TUBB4A	Tubulin beta-4A chain	444	Homo sapiens	9606	Dystonia 4, torsion, autosomal dominant	DI-03777	DYT4		https://rest.uniprot.org/uniprotkb/P04350
P04350	TUBB4A	Tubulin beta-4A chain	444	Homo sapiens	9606	Leukodystrophy, hypomyelinating, 6	DI-03778	HLD6		https://rest.uniprot.org/uniprotkb/P04350
P04632	CAPNS1	Calpain small subunit 1	268	Homo sapiens	9606	Pulmonary hypertension, primary, 6	DI-06877	PPH6		https://rest.uniprot.org/uniprotkb/P04632
P04637	TP53	Cellular tumor antigen p53	393	Homo sapiens	9606	Esophageal cancer	DI-01537	ESCR		https://rest.uniprot.org/uniprotkb/P04637
P04637	TP53	Cellular tumor antigen p53	393	Homo sapiens	9606	Li-Fraumeni syndrome	DI-01904	LFS		https://rest.uniprot.org/uniprotkb/P04637
P04637	TP53	Cellular tumor antigen p53	393	Homo sapiens	9606	Squamous cell carcinoma of the head and neck	DI-01696	HNSCC		https://rest.uniprot.org/uniprotkb/P04637
P04637	TP53	Cellular tumor antigen p53	393	Homo sapiens	9606	Lung cancer	DI-02205	LNCR		https://rest.uniprot.org/uniprotkb/P04637
P04637	TP53	Cellular tumor antigen p53	393	Homo sapiens	9606	Papilloma of choroid plexus	DI-01346	CPP		https://rest.uniprot.org/uniprotkb/P04637
P04637	TP53	Cellular tumor antigen p53	393	Homo sapiens	9606	Adrenocortical carcinoma	DI-02740	ADCC		https://rest.uniprot.org/uniprotkb/P04637
P04637	TP53	Cellular tumor antigen p53	393	Homo sapiens	9606	Basal cell carcinoma 7	DI-03503	BCC7		https://rest.uniprot.org/uniprotkb/P04637
P04637	TP53	Cellular tumor antigen p53	393	Homo sapiens	9606	Bone marrow failure syndrome 5	DI-05371	BMFS5		https://rest.uniprot.org/uniprotkb/P04637
P05062	ALDOB	Fructose-bisphosphate aldolase B	364	Homo sapiens	9606	Hereditary fructose intolerance	DI-01713	HFI		https://rest.uniprot.org/uniprotkb/P05062
P05107	ITGB2	Integrin beta-2	769	Homo sapiens	9606	Leukocyte adhesion deficiency 1	DI-01897	LAD1		https://rest.uniprot.org/uniprotkb/P05107
P05112	IL4	Interleukin-4	153	Homo sapiens	9606	Ischemic stroke	DI-01835	ISCHSTR		https://rest.uniprot.org/uniprotkb/P05112
P05121	SERPINE1	Plasminogen activator inhibitor 1	402	Homo sapiens	9606	Plasminogen activator inhibitor-1 deficiency	DI-02169	PAI-1D		https://rest.uniprot.org/uniprotkb/P05121
P05156	CFI	Complement factor I	583	Homo sapiens	9606	Hemolytic uremic syndrome, atypical, 3	DI-02598	AHUS3		https://rest.uniprot.org/uniprotkb/P05156
P05156	CFI	Complement factor I	583	Homo sapiens	9606	Complement factor I deficiency	DI-01378	CFI deficiency		https://rest.uniprot.org/uniprotkb/P05156
P05156	CFI	Complement factor I	583	Homo sapiens	9606	Macular degeneration, age-related, 13	DI-03914	ARMD13		https://rest.uniprot.org/uniprotkb/P05156
P06396	GSN	Gelsolin	782	Homo sapiens	9606	Amyloidosis, hereditary systemic 4, Finnish type	DI-00101	AMYLD4		https://rest.uniprot.org/uniprotkb/P06396
P06400	RB1	Retinoblastoma-associated protein	928	Homo sapiens	9606	Childhood cancer retinoblastoma	DI-01340	RB		https://rest.uniprot.org/uniprotkb/P06400
P06400	RB1	Retinoblastoma-associated protein	928	Homo sapiens	9606	Bladder cancer	DI-02612	BLC		https://rest.uniprot.org/uniprotkb/P06400
P06400	RB1	Retinoblastoma-associated protein	928	Homo sapiens	9606	Osteogenic sarcoma	DI-02109	OSRC		https://rest.uniprot.org/uniprotkb/P06400
P06753	TPM3	Tropomyosin alpha-3 chain	285	Homo sapiens	9606	Congenital myopathy 4A, autosomal dominant	DI-01413	CMYO4A		https://rest.uniprot.org/uniprotkb/P06753
P06753	TPM3	Tropomyosin alpha-3 chain	285	Homo sapiens	9606	Congenital myopathy 4B, autosomal recessive	DI-02032	CMYO4B		https://rest.uniprot.org/uniprotkb/P06753
P07477	PRSS1	Serine protease 1	247	Homo sapiens	9606	Pancreatitis, hereditary	DI-01731	PCTT		https://rest.uniprot.org/uniprotkb/P07477
